# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# FG       = Etmaalgemiddelde windsnelheid (in 0.1 m/s); 
# FHN      = Laagste uurgemiddelde windsnelheid (in 0.1 m/s); 
# FHNH     = Uurvak waarin FHN is gemeten; 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TNH      = Uurvak waarin TN is gemeten; 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# TXH      = Uurvak waarin TX is gemeten; 
# DR       = Duur van de neerslag (in 0.1 uur); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHX      = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHXH     = Uurvak waarin RHX is gemeten; 
# NG       = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   FG,  FHN, FHNH,   TG,   TN,  TNH,   TX,  TXH,   DR,   RH,  RHX, RHXH,   NG
# 
  344,20130221,   49,   30,    3,  -13,  -38,    2,   19,   13,    0,    0,    0,    1,    5
  344,20130222,   55,   30,    1,  -17,  -38,    6,   11,   12,    0,    0,    0,    1,    5
  344,20130223,   59,   40,    1,  -12,  -44,    6,    6,   14,    0,   -1,   -1,   23,    5
  344,20130224,   50,   30,   24,    2,  -10,    1,   10,   13,   82,   26,    5,   17,    8
  344,20130225,   52,   40,    1,   18,    8,    1,   31,   15,   20,    5,    2,   17,    8
  344,20130226,   42,   30,   19,   28,   10,   24,   49,   15,    0,    0,    0,    1,    8
  344,20130227,   46,   20,   19,   11,    2,    8,   22,   16,    0,    0,    0,    1,    8
  344,20130228,   32,   20,    1,   20,    6,    4,   42,   14,    0,    0,    0,    1,    7
  344,20130301,   33,   10,    1,   36,   22,    3,   51,   14,    2,    1,    1,    5,    8
  344,20130302,   22,   10,    7,   30,   -6,   24,   45,   14,    0,    0,    0,    1,    8
  344,20130303,   25,   10,    1,   43,   10,    1,   67,   12,    0,   -1,   -1,    5,    8
  344,20130304,   38,   20,    2,   50,  -23,    5,  107,   15,    0,    0,    0,    1,    0
  344,20130305,   37,   20,    1,   92,   19,    1,  165,   15,    0,    0,    0,    1,    0
  344,20130306,   24,   10,    1,   95,   21,    3,  149,   14,    0,    0,    0,    1,    7
  344,20130307,   37,   30,    1,   90,   62,    6,  112,   15,   21,    7,    5,   21,    7
  344,20130308,   45,   30,    4,   98,   73,   24,  135,   15,   39,   34,   17,   24,    6
  344,20130309,   39,   10,   10,   51,   13,   24,   73,    1,  240,  261,   43,    7,    8
  344,20130310,   56,   20,    1,    4,  -11,   24,   13,    1,   42,   24,    9,    1,    8
  344,20130311,   85,   60,    1,  -17,  -26,   24,   -6,   12,    0,   -1,   -1,    1,    8
  344,20130312,   71,    0,   24,  -22,  -58,   24,    9,   16,    0,    0,    0,    1,    4
  344,20130313,   27,   10,    1,    0,  -64,    2,   59,   13,    7,    3,    2,   19,    5
  344,20130314,   27,   10,   19,   -1,  -42,   23,   41,   14,    9,    5,    2,    2,    3
  344,20130315,   61,   20,    1,   15,  -29,    1,   42,   24,   65,   26,    6,   12,    8
  344,20130316,   79,   70,    1,   54,   36,   24,   74,   13,   31,   11,    5,   24,    8
  344,20130317,   54,   40,   18,   65,   38,    1,   98,   13,   24,   10,    4,   20,    8
  344,20130318,   40,   10,   17,   53,    5,   24,   90,   15,   10,   10,   10,    1,    7
  344,20130319,   26,   10,    1,   34,  -12,    3,   64,   12,   13,   10,    9,   13,    7
  344,20130320,   48,   20,   23,   15,    4,   23,   32,   14,    0,   -1,   -1,   10,    8
  344,20130321,   22,    0,    8,   12,  -18,    4,   43,    9,    0,   -1,   -1,   11,    5
  344,20130322,   83,   40,    1,   10,  -22,    5,   50,   14,    0,    0,    0,    1,    4
  344,20130323,  104,   90,   18,    2,  -19,   24,   21,   13,    0,    0,    0,    1,    8
  344,20130324,   93,   80,   23,   -4,  -31,    5,   26,   15,    0,    0,    0,    1,    7
  344,20130325,   84,   60,   24,    5,  -22,    3,   50,   14,    0,    0,    0,    1,    5
  344,20130326,   70,   50,   19,    7,  -32,    6,   56,   15,    0,    0,    0,    1,    2
  344,20130327,   51,   30,   21,    6,  -45,    6,   61,   16,    0,    0,    0,    1,    0
  344,20130328,   45,   20,   22,    1,  -34,    6,   40,   12,    0,   -1,   -1,   16,    3
  344,20130329,   19,   10,    3,   -7,  -52,    5,   37,   12,    4,    1,    1,   18,    4
  344,20130330,   28,    0,    7,    0,  -56,    2,   48,   14,    0,   -1,   -1,   12,    6
  344,20130331,   32,   10,    4,   10,  -41,    3,   47,   14,    0,   -1,   -1,   10,    6
  344,20130401,   52,   20,    2,   23,  -38,    5,   76,   16,    0,    0,    0,    1,    1
  344,20130402,   63,   20,    3,   32,  -24,    6,   90,   15,    0,    0,    0,    1,    0
  344,20130403,   64,   40,   21,   32,  -10,    2,   77,   15,    0,    0,    0,    1,    6
  344,20130404,   61,   40,   20,   28,    0,    2,   50,   11,    3,    1,    1,    8,    8
  344,20130405,   59,   30,   23,   41,   17,    6,   80,   14,    0,    0,    0,    1,    8
  344,20130406,   42,   10,   21,   37,  -26,   24,   94,   13,    0,    0,    0,    1,    4
  344,20130407,   21,   10,    1,   30,  -37,    2,   90,   13,    0,    0,    0,    1,    4
  344,20130408,   43,   20,   20,   60,    3,    5,  110,   14,    0,    0,    0,    1,    7
  344,20130409,   34,   10,   23,   66,   29,    6,  100,   11,    7,    7,    6,   16,    6
  344,20130410,   28,    0,   19,   54,    9,   21,   79,   11,    9,    1,    1,   24,    6
  344,20130411,   56,   20,    6,   66,   41,   24,   94,    8,   88,   49,   10,    3,    8
  344,20130412,   57,   20,    1,   81,   39,    1,  135,   12,   34,   63,   26,   14,    8
  344,20130413,   53,   20,    4,   98,   48,    1,  148,   16,   59,   25,    7,   22,    7
  344,20130414,   57,   40,   19,  165,  113,    1,  222,   17,    4,    3,    2,    7,    5
  344,20130415,   38,   10,   20,  118,   65,   23,  162,   14,   12,   10,    9,    9,    4
  344,20130416,   59,   10,    1,  116,   62,    1,  157,   11,    0,    0,    0,    1,    5
  344,20130417,   49,   20,    5,  153,   83,    5,  195,   14,    0,    0,    0,    1,    6
  344,20130418,  111,   80,    1,  112,   80,   24,  181,    1,    0,    0,    0,    1,    1
  344,20130419,   48,   20,   22,   74,   20,   24,  112,   15,    3,    1,    1,   10,    3
  344,20130420,   45,   10,    5,   64,    1,    5,  116,   16,    0,    0,    0,    1,    1
  344,20130421,   19,   10,    3,   64,   -3,    5,  129,   12,    0,    0,    0,    1,    1
  344,20130422,   45,   20,    1,   90,   16,    3,  145,   14,    0,   -1,   -1,   24,    3
  344,20130423,   44,   10,   20,  106,   67,   24,  148,   16,   41,    8,    3,    8,    6
  344,20130424,   44,   20,    1,  121,   72,    1,  180,   15,    0,    0,    0,    1,    5
  344,20130425,   30,   10,    5,  145,   92,    3,  211,   14,    0,   -1,   -1,    4,    5
  344,20130426,   35,   10,   22,   71,   24,   24,  124,    1,   66,   66,   22,   11,    7
  344,20130427,   34,    0,    4,   59,   16,    5,  107,   13,    0,    0,    0,    1,    2
  344,20130428,   25,    0,    3,   65,  -13,    4,  121,   15,    0,    0,    0,    1,    3
  344,20130429,   55,   20,   24,   82,   37,   24,  119,   14,   19,   13,    8,   10,    3
  344,20130430,   38,   10,    4,   86,   36,    4,  132,   15,    0,    0,    0,    1,    3
  344,20130501,   45,   30,    3,  103,   28,    4,  166,   15,    0,    0,    0,    1,    1
  344,20130502,   46,   30,    3,  111,   71,    3,  156,   17,    0,   -1,   -1,    7,    6
  344,20130503,   19,   10,    4,  114,   46,    6,  178,   12,    0,    0,    0,    1,    0
  344,20130504,   59,   30,    1,  116,   59,    1,  160,   14,    0,    0,    0,    1,    2
  344,20130505,   28,   10,   21,  123,   62,    4,  182,   12,    0,    0,    0,    1,    1
  344,20130506,   20,   10,    2,  130,   56,    5,  204,   14,    0,    0,    0,    1,    0
  344,20130507,   33,   10,    1,  158,   75,    3,  242,   14,    4,    3,    3,   15,    4
  344,20130508,   44,   10,    1,  154,  119,   23,  214,   11,   10,   79,   78,   18,    5
  344,20130509,   53,   20,   20,  124,  102,    5,  155,   13,    4,    1,    1,    3,    5
  344,20130510,   85,   50,   22,  122,  100,    4,  152,   13,   16,    6,    4,    5,    6
  344,20130511,   66,   50,    3,  104,   81,   24,  134,   17,   64,   55,   14,   22,    7
  344,20130512,   54,   20,    4,   93,   64,    4,  125,   16,   53,   33,    8,    3,    7
  344,20130513,   74,   50,   24,  112,   77,   24,  134,   10,   55,   49,   11,    3,    7
  344,20130514,   45,   30,    5,   95,   60,    4,  127,   12,   38,   37,   11,    4,    7
  344,20130515,   55,   10,   22,  110,   40,   24,  162,   13,   28,    9,    4,    1,    4
  344,20130516,   30,   10,    1,   85,   36,    1,  109,    9,  127,  151,   23,   17,    8
  344,20130517,   31,   20,    3,   87,   81,    1,  100,   11,   62,  150,   45,   17,    8
  344,20130518,   28,   10,   19,   94,   39,   24,  124,   16,    0,   -1,   -1,    8,    6
  344,20130519,   35,   10,    1,  108,   25,    3,  163,   12,    0,   -1,   -1,   23,    5
  344,20130520,   14,    0,   14,  108,   97,    5,  120,   16,  152,  225,   46,   24,    8
  344,20130521,   41,   10,    2,   95,   85,   24,  105,    9,   44,   40,   20,    4,    8
  344,20130522,   50,   10,   22,   92,   38,   24,  122,   15,    0,   -1,   -1,    2,    7
  344,20130523,   36,   10,    4,   70,   40,   24,  103,   13,   14,   17,   11,    7,    6
  344,20130524,   36,   10,   18,   73,   52,    1,  120,   15,   31,   44,   16,   17,    6
  344,20130525,   43,   10,    5,   84,   36,    3,  122,   11,   37,   44,   16,   23,    6
  344,20130526,   48,   20,   22,   94,   56,   24,  128,   14,   30,   31,   14,    2,    5
  344,20130527,   30,   10,   19,  125,   53,    4,  177,   16,    0,    0,    0,    1,    0
  344,20130528,   50,   30,    1,  152,   72,    1,  216,   14,    0,    0,    0,    1,    3
  344,20130529,   35,   10,   23,  108,   97,    5,  131,   18,   13,    7,    4,    4,    8
  344,20130530,   24,   20,    1,  129,  104,    4,  168,   16,   15,   20,   14,    4,    7
  344,20130531,   47,   30,    1,  129,   94,   24,  189,   13,    0,    0,    0,    1,    5
  344,20130601,   49,   20,   22,   98,   54,   24,  132,   11,    0,    0,    0,    1,    6
  344,20130602,   33,   10,    3,  110,   40,    4,  165,   14,    0,    0,    0,    1,    0
  344,20130603,   35,   10,    2,  103,   37,    4,  141,   15,    0,    0,    0,    1,    4
  344,20130604,   36,   20,    1,  135,   68,    1,  191,   15,    0,    0,    0,    1,    2
  344,20130605,   31,   10,    2,  155,   69,    4,  221,   13,    0,    0,    0,    1,    0
  344,20130606,   35,   20,    1,  174,   99,    4,  248,   15,    0,    0,    0,    1,    0
  344,20130607,   38,   20,    1,  176,  112,   24,  251,   15,    0,    0,    0,    1,    0
  344,20130608,   53,   30,    1,  144,  104,    4,  199,   14,    0,    0,    0,    1,    1
  344,20130609,   50,   30,   22,  126,  102,   24,  168,   14,    0,    0,    0,    1,    5
  344,20130610,   24,    0,   24,  121,   80,   24,  156,   15,    0,    0,    0,    1,    7
  344,20130611,   20,    0,    1,  153,   50,    4,  222,   15,    0,    0,    0,    1,    6
  344,20130612,   47,   20,    1,  178,  153,    1,  211,   15,   35,   19,   10,   19,    8
  344,20130613,   83,   50,   24,  155,  126,   24,  186,    1,   40,   22,   10,    3,    8
  344,20130614,   46,   30,   14,  156,  121,    5,  192,   15,    0,    0,    0,    1,    3
  344,20130615,   84,   40,    1,  149,  123,    2,  184,   14,    7,    9,    8,    8,    5
  344,20130616,   46,   10,   19,  142,   87,   24,  184,   13,    0,   -1,   -1,   16,    5
  344,20130617,   46,   10,    1,  180,   89,    1,  243,   15,    0,   -1,   -1,   23,    4
  344,20130618,   24,   20,    4,  215,  143,    3,  300,   14,    0,    0,    0,    1,    3
  344,20130619,   28,   10,    1,  201,  158,   24,  248,   18,    0,   -1,   -1,    7,    6
  344,20130620,   27,   10,   14,  201,  159,    1,  239,   12,   14,    3,    2,   14,    6
  344,20130621,   65,   10,    1,  158,  148,    8,  172,    1,   64,   85,   31,    6,    8
  344,20130622,   80,   70,    1,  156,  135,   24,  183,   11,   16,   28,   16,   18,    7
  344,20130623,   79,   60,   23,  147,  127,    3,  187,   14,   71,  119,   24,   10,    8
  344,20130624,   36,   20,   20,  127,  105,   24,  154,   15,   32,   20,    5,    6,    8
  344,20130625,   23,   10,    1,  132,   73,   24,  177,   13,    0,    0,    0,    1,    3
  344,20130626,   26,   10,    1,  130,   66,    2,  182,   14,   30,   98,   46,   21,    6
  344,20130627,   40,   20,    1,  131,   96,    4,  153,   14,    6,    7,    7,    2,    7
  344,20130628,   41,   20,    3,  143,  123,    4,  170,   15,   64,  102,   26,   21,    8
  344,20130629,   37,   10,   21,  139,   90,   23,  172,   14,   14,    4,    3,    2,    6
  344,20130630,   52,   20,    2,  172,   88,    1,  218,   16,    0,    0,    0,    1,    4
  344,20180101,   65,   20,   17,   68,   54,   20,   86,    1,   32,   19,    8,   18,    7
  344,20180102,   63,   30,    2,   70,   57,    1,   93,   23,   70,   64,   21,   23,    8
  344,20180103,  112,   90,   21,   88,   56,    6,  111,    3,   28,   89,   55,    3,    7
  344,20180104,   78,   40,   12,   83,   72,    9,  107,   15,   12,   10,    7,   13,    7
  344,20180105,   53,   20,   16,   66,   52,   15,   84,   12,   46,   60,   31,   15,    6
  344,20180106,   32,   10,    8,   50,   26,   24,   72,   14,    0,    0,    0,    1,    8
  344,20180107,   72,   50,    1,   12,  -10,   23,   30,    1,    0,    0,    0,    1,    3
  344,20180108,   61,   40,   18,   13,   -5,    5,   35,   15,    0,    0,    0,    1,    6
  344,20180109,   33,   10,   13,   32,   -3,    9,   60,   22,    0,   -1,   -1,    1,    8
  344,20180110,   38,   20,   24,   72,   46,   24,   77,   15,   35,   12,    6,   11,    8
  344,20180111,   17,   10,    2,   46,    2,    6,   71,   14,    0,   -1,   -1,    1,    7
  344,20180112,   17,   10,    6,   56,   40,   18,   66,   14,    0,    0,    0,    1,    8
  344,20180113,   33,   20,    1,   43,    7,   24,   64,   14,    0,    0,    0,    1,    7
  344,20180114,   42,   30,    1,   36,   18,    1,   55,   14,    0,    0,    0,    1,    3
  344,20180115,   82,   50,    1,   56,   29,    8,   84,   19,   87,  140,   28,   16,    7
  344,20180116,   72,   50,   19,   57,   32,    8,   73,    1,   29,   32,   10,    7,    7
  344,20180117,   87,   60,   21,   51,   28,    4,   65,   14,    9,   13,    4,    7,    7
  344,20180118,   88,   20,   22,   54,   14,   23,  100,    7,   64,  115,   23,    3,    8
  344,20180119,   45,   30,    1,   44,   19,   21,   69,   13,    9,   13,    4,    1,    6
  344,20180120,   35,   10,   17,   30,   14,    3,   43,   13,   16,   12,    6,   24,    7
  344,20180121,   39,   20,    1,   33,  -16,    8,   71,   12,   42,   23,    8,   21,    7
  344,20180122,   46,   40,    3,   67,   28,    1,   88,   12,   25,    5,    2,    3,    8
  344,20180123,   64,   30,    1,   80,   35,    5,  114,   24,   38,   14,    5,   23,    8
  344,20180124,   88,   50,   20,  112,   73,   21,  141,   13,   30,   52,   21,   20,    8
  344,20180125,   52,   30,   18,   78,   61,   24,   91,   14,    1,    1,    1,   11,    8
  344,20180126,   25,   10,   20,   52,   27,    9,   78,   12,    0,    0,    0,    1,    6
  344,20180127,   60,   10,    1,   51,    3,    3,   77,   24,   35,   14,    6,   19,    7
  344,20180128,   75,   50,    8,   97,   77,    1,  112,   13,    4,    3,    3,    1,    8
  344,20180129,   82,   30,   20,   87,   39,   24,  108,   13,   20,   28,   16,   15,    6
  344,20180130,   33,   10,   19,   45,    6,    8,   74,   13,    0,    0,    0,    1,    7
  344,20180131,   77,   40,   19,   69,   20,   19,   97,    5,   65,   62,    9,   10,    8
  344,20180201,   52,   30,   19,   42,   25,    7,   64,   13,   46,   71,   28,   10,    7
  344,20180202,   46,   10,   23,   44,   -8,   24,   72,   14,   40,   59,   16,   11,    7
  344,20180203,   27,   10,    2,   24,   -9,    1,   44,   11,   26,   50,   23,   12,    8
  344,20180204,   53,   20,    4,   21,    2,    2,   42,   15,    4,    1,    1,   19,    7
  344,20180205,   54,   40,   18,   13,  -23,   23,   41,   12,    0,    0,    0,    1,    4
  344,20180206,   35,   10,   24,  -19,  -44,   24,   15,   15,    0,    0,    0,    1,    1
  344,20180207,   18,    0,   19,  -14,  -59,    6,   22,   14,    0,    0,    0,    1,    2
  344,20180208,   35,   20,    5,   18,  -21,    7,   53,   12,    0,   -1,   -1,    1,    7
  344,20180209,   54,   10,   23,    8,   -4,    7,   24,   12,   50,   10,    3,   15,    8
  344,20180210,   48,    0,    4,   35,    7,    3,   67,   13,   33,   17,    7,   24,    7
  344,20180211,   78,   50,   18,   47,   25,   17,   71,   12,   59,   78,   21,   20,    7
  344,20180212,   53,   40,   21,   31,   15,   23,   59,   14,    2,    1,    1,    6,    5
  344,20180213,   60,   40,    3,   29,    0,    6,   66,   14,    0,    0,    0,    1,    3
  344,20180214,   69,   50,    2,   29,   -7,    5,   61,   15,    8,    4,    4,   24,    4
  344,20180215,   58,   30,   20,   49,    4,   22,  100,   13,   53,   49,   14,    2,    5
  344,20180216,   29,   10,   18,   38,   -5,   20,   79,   13,    0,    0,    0,    1,    4
  344,20180217,   20,   10,    1,   20,  -26,   23,   74,   14,    0,    0,    0,    1,    4
  344,20180218,   25,   10,    1,   22,  -44,    4,   80,   15,    0,    0,    0,    1,    3
  344,20180219,   34,   20,   20,   27,   14,    7,   39,   15,    0,   -1,   -1,    1,    8
  344,20180220,   25,   10,    6,   15,  -26,    3,   48,   15,    0,    0,    0,    1,    6
  344,20180221,   27,   10,    2,    6,  -32,    7,   51,   15,    0,    0,    0,    1,    0
  344,20180222,   50,   40,    1,    5,  -26,    7,   52,   14,    0,    0,    0,    1,    0
  344,20180223,   55,   20,    4,   -4,  -38,    3,   35,   15,    0,    0,    0,    1,    1
  344,20180224,   76,   60,    1,   -1,  -33,    5,   43,   13,    0,    0,    0,    1,    2
  344,20180225,   66,   60,    3,  -18,  -43,   24,   18,   14,    0,    0,    0,    1,    0
  344,20180226,   51,   20,   23,  -31,  -56,    6,    5,   14,    0,    0,    0,    1,    3
  344,20180227,   41,   30,    5,  -31,  -64,    7,    6,   14,    0,    0,    0,    1,    4
  344,20180228,   74,   30,    1,  -59,  -80,   20,  -33,   13,    0,   -1,   -1,    1,    5
  344,20180301,  105,   90,    1,  -41,  -78,    2,    4,   15,    0,    0,    0,    1,    8
  344,20180302,   91,   60,   23,  -35,  -66,    6,   -4,   15,   20,    2,    1,   23,    8
  344,20180303,   54,   40,   18,  -14,  -36,    1,   13,   16,   28,    3,    1,    1,    8
  344,20180304,   42,   30,    2,   49,  -12,    1,  106,   14,   42,   52,   22,   21,    7
  344,20180305,   47,   30,   17,   67,   32,    6,  114,   13,    0,   -1,   -1,    1,    7
  344,20180306,   23,   10,    6,   60,   12,    6,  109,   15,    0,   -1,   -1,    1,    8
  344,20180307,   31,   10,    5,   57,    7,    5,   97,   11,   11,    3,    1,   19,    7
  344,20180308,   70,   50,    1,   52,   25,    4,   89,   14,   31,   40,   25,   10,    6
  344,20180309,   38,   30,    7,   68,   26,    6,   99,   15,   49,   37,   12,   24,    7
  344,20180310,   45,   30,    8,  115,   78,    1,  144,   13,   53,   44,   14,    1,    8
  344,20180311,   29,   10,    3,   99,   65,    3,  135,   15,   37,   90,   32,    5,    7
  344,20180312,   42,   20,   17,   99,   57,    7,  133,   11,   29,   25,   11,   23,    7
  344,20180313,   49,   10,   21,   55,   19,   24,   78,    1,   58,   20,    5,    4,    8
  344,20180314,   44,   10,    1,   69,    3,    4,  125,   15,    0,    0,    0,    1,    5
  344,20180315,   65,   40,   17,   72,   44,    4,  103,   14,   97,   73,   13,   20,    8
  344,20180316,   54,   30,    1,   48,    1,   24,   70,    1,   54,   29,   13,   19,    8
  344,20180317,  100,   70,    2,  -13,  -22,   10,    1,    1,    8,    1,    1,    2,    8
  344,20180318,   87,   70,   18,   -7,  -25,    5,   19,   15,    0,    0,    0,    1,    8
  344,20180319,   62,   10,   24,   -3,  -39,    6,   44,   15,    0,    0,    0,    1,    3
  344,20180320,   52,   10,    2,   39,  -22,    1,   81,   12,    2,    1,    1,    5,    6
  344,20180321,   31,   10,    1,   33,  -26,    4,   81,   14,    0,   -1,   -1,    1,    7
  344,20180322,   48,   20,   18,   63,   45,    4,  100,   13,   60,   64,   24,    6,    8
  344,20180323,   55,   30,    2,   62,   50,    6,   72,   15,    0,    0,    0,    1,    8
  344,20180324,   25,   10,   22,   68,   20,   24,  105,   14,    0,    0,    0,    1,    6
  344,20180325,   25,   10,    1,   56,    3,    2,  122,   13,    0,    0,    0,    1,    6
  344,20180326,   25,   10,    1,   50,   -2,    3,  114,   13,    0,    0,    0,    1,    4
  344,20180327,   32,   10,    1,   59,   -2,    4,   88,   11,   62,   31,   10,   16,    8
  344,20180328,   30,   10,    7,   57,   33,   18,   76,    9,  100,  115,   26,   13,    8
  344,20180329,   39,   20,   16,   71,   29,    5,  105,   13,   20,    7,    4,   22,    7
  344,20180330,   45,   30,    3,   89,   63,    2,  132,   13,   28,   47,   25,   20,    8

